applicant_id,age,annual_income,loan_amount,loan_term_months,dti_ratio,employment_years,past_defaults_count,credit_lines_count,repayment_history_score,is_default
CLIENT-11010,39,14574.69,10095.08,36,60.96,0.0,0,10,77.4,0
CLIENT-11011,43,103574.18,3696.44,36,38.66,8.1,0,8,52.7,0
CLIENT-11012,61,37461.55,23626.56,36,64.48,8.6,0,4,100.0,0
CLIENT-11013,42,51332.34,6979.57,48,38.01,6.0,0,7,70.3,0
CLIENT-11014,34,16213.07,15523.34,24,16.37,0.4,0,9,84.6,0
CLIENT-11015,30,49177.72,11844.39,24,35.88,4.4,0,2,77.2,0
CLIENT-11016,37,70386.49,45851.77,36,20.03,8.6,1,3,71.8,1
CLIENT-11017,42,115982.22,11850.22,36,42.84,2.5,0,1,76.8,0
CLIENT-11018,21,84140.21,5995.64,60,48.12,1.1,1,8,75.1,0
CLIENT-11019,27,50641.91,9621.99,12,35.76,4.4,1,2,67.4,0
CLIENT-11020,20,14376.84,5652.52,48,15.37,8.8,0,7,100.0,0
CLIENT-11021,58,39315.09,11539.31,36,35.78,0.3,0,7,86.7,0
CLIENT-11022,62,25450.59,46113.15,36,14.48,4.5,2,11,46.1,0
CLIENT-11023,35,41814.01,32013.97,12,47.52,5.2,1,3,85.8,0
CLIENT-11024,64,17504.35,55761.19,36,53.47,4.6,0,2,71.1,0
CLIENT-11025,53,32013.08,18684.98,24,62.93,5.2,0,3,94.5,0
CLIENT-11026,64,26627.24,14767.29,24,18.18,5.0,0,8,65.1,0
CLIENT-11027,39,26136.82,6642.18,36,39.28,0.7,0,9,35.0,0
CLIENT-11028,51,26293.01,16135.34,48,41.21,1.3,0,11,64.7,1
CLIENT-11029,64,33472.76,12194.58,48,60.74,4.8,0,8,46.0,1
CLIENT-11030,25,43118.91,23041.2,36,44.5,0.1,2,11,59.8,0
CLIENT-11031,57,8110.41,6090.11,36,18.0,5.0,1,2,61.4,0
CLIENT-11032,66,8726.68,13861.6,36,34.0,5.5,0,9,75.7,1
CLIENT-11033,61,29637.19,4440.63,60,46.01,1.4,0,6,73.8,0
CLIENT-11034,36,32252.1,16921.31,36,48.52,4.6,0,2,79.6,0
CLIENT-11035,59,40678.98,21440.27,24,57.47,3.8,0,9,78.3,0
CLIENT-11036,58,23468.08,4293.87,24,19.93,1.5,0,5,99.1,0
CLIENT-11037,54,36522.33,5230.04,36,62.33,3.1,0,6,70.0,0
CLIENT-11038,23,39179.7,5392.77,36,13.25,12.0,0,1,77.7,0
CLIENT-11039,69,23371.33,11797.73,12,64.11,2.8,0,2,83.3,0
CLIENT-11040,43,66707.55,5022.89,48,57.18,5.0,2,1,60.3,1
CLIENT-11041,51,40384.11,35064.45,48,46.32,0.2,2,4,51.0,0
CLIENT-11042,62,50421.69,18129.71,36,50.42,0.4,0,2,75.5,0
CLIENT-11043,23,37847.02,20319.33,12,14.0,0.4,0,1,64.0,0
CLIENT-11044,54,128309.92,4392.56,36,12.28,7.5,0,3,81.7,0
CLIENT-11045,50,51939.68,33031.76,60,15.6,2.2,0,4,81.0,0
CLIENT-11046,39,27097.7,21051.49,48,14.8,1.3,2,4,84.8,0
CLIENT-11047,38,59431.53,8286.29,24,40.11,6.9,0,3,58.2,0
CLIENT-11048,23,13594.72,4540.36,24,21.85,0.9,0,2,61.4,0
CLIENT-11049,23,39017.29,12666.44,36,57.31,1.4,0,8,71.6,1
CLIENT-11050,65,43980.26,9638.28,36,34.52,2.8,2,10,67.3,0
CLIENT-11051,21,39285.57,9922.41,36,48.25,2.0,0,11,76.8,0
CLIENT-11052,47,29724.67,8153.46,60,45.91,4.4,0,2,90.4,0
CLIENT-11053,28,19784.14,22136.99,36,27.59,2.1,2,5,68.5,0
CLIENT-11054,47,22615.52,2163.75,12,23.37,2.5,0,7,49.7,0
CLIENT-11055,48,38609.16,36350.0,48,28.84,9.9,0,9,40.7,0
CLIENT-11056,41,18618.08,26867.74,12,53.82,10.8,0,3,50.6,0
CLIENT-11057,26,105040.43,15482.72,60,42.25,8.8,1,1,50.1,0
CLIENT-11058,20,7446.22,12077.99,36,23.94,10.0,1,9,80.0,0
CLIENT-11059,68,29909.67,28513.57,60,54.98,4.2,0,1,69.3,0
CLIENT-11060,48,38802.26,12970.32,24,13.01,5.2,0,8,71.1,0
CLIENT-11061,57,49239.56,10993.94,12,48.46,4.1,0,2,80.8,0
CLIENT-11062,54,20961.55,29646.6,36,34.15,7.7,0,7,90.4,0
CLIENT-11063,53,71723.73,57836.6,36,50.22,4.0,0,3,67.1,0
CLIENT-11064,41,15735.92,6770.26,36,61.01,0.6,0,6,81.1,0
CLIENT-11065,48,25856.64,17986.19,60,51.25,8.3,0,6,75.3,0
CLIENT-11066,23,52704.1,6244.93,48,34.31,7.1,2,4,46.6,1
CLIENT-11067,19,67786.15,18980.13,36,18.3,8.6,0,8,47.7,0
CLIENT-11068,37,15640.19,7748.64,24,54.35,1.1,0,5,64.9,0
CLIENT-11069,45,177552.58,31197.2,48,35.34,1.6,0,7,73.0,0
CLIENT-11070,28,21194.67,12455.49,48,14.14,1.8,0,5,77.2,0
CLIENT-11071,21,16526.01,13801.53,36,49.55,3.5,0,4,67.0,0
CLIENT-11072,32,49100.72,41847.22,60,26.05,0.7,0,6,44.6,1
CLIENT-11073,23,29466.93,7997.61,24,12.69,2.4,1,3,64.5,0
CLIENT-11074,66,26966.98,21577.14,24,59.65,1.0,2,6,42.4,1
CLIENT-11075,47,51916.21,8574.8,12,36.57,1.5,0,6,66.9,0
CLIENT-11076,55,14524.94,30865.93,48,25.45,6.1,0,11,78.4,0
CLIENT-11077,68,13078.43,46664.03,36,49.4,9.6,0,11,76.4,1
CLIENT-11078,19,25375.67,11114.05,36,58.72,0.1,0,6,62.5,0
CLIENT-11079,32,69337.49,2875.95,24,10.02,4.2,0,11,76.1,0
CLIENT-11080,28,26044.63,8252.77,12,47.83,0.2,0,3,53.2,0
CLIENT-11081,25,94797.09,73338.83,24,52.19,0.4,3,8,60.4,1
CLIENT-11082,43,74653.21,8826.55,36,21.55,6.1,1,4,45.1,1
CLIENT-11083,68,43034.94,46152.89,24,36.93,6.7,1,11,62.0,0
CLIENT-11084,62,44526.26,8739.43,24,14.91,8.4,1,2,58.4,0
CLIENT-11085,61,43010.59,8589.54,48,51.07,3.2,0,7,63.9,1
CLIENT-11086,22,39967.85,23050.24,36,56.61,9.8,0,11,65.9,0
CLIENT-11087,23,29151.31,21195.38,48,15.95,0.9,0,8,73.7,0
CLIENT-11088,43,31253.52,24258.49,12,54.91,1.4,3,11,40.5,1
CLIENT-11089,21,19111.09,13405.73,36,52.44,0.7,0,4,57.1,0
CLIENT-11090,36,9642.87,27558.11,36,29.08,8.0,0,6,84.7,1
CLIENT-11091,37,70434.77,26187.83,24,47.97,1.3,0,8,84.9,0
CLIENT-11092,50,39908.92,29861.33,24,10.0,0.8,0,5,70.8,0
CLIENT-11093,37,36451.1,8634.39,48,61.25,4.9,0,9,71.2,0
CLIENT-11094,66,46123.11,27544.01,60,40.27,0.4,0,6,53.1,1
CLIENT-11095,29,22091.79,9274.88,12,44.12,0.2,0,6,64.4,1
CLIENT-11096,64,19917.67,11968.45,36,46.56,0.6,0,2,82.3,0
CLIENT-11097,18,30631.65,11797.71,60,40.88,0.0,0,7,51.3,0
CLIENT-11098,43,82525.21,6643.06,12,57.12,6.0,0,9,72.2,1
CLIENT-11099,31,18011.31,3964.51,36,43.53,4.1,0,5,78.4,0
CLIENT-11100,55,7508.27,31464.24,60,59.93,1.2,1,5,70.7,0
CLIENT-11101,54,26559.94,8171.64,60,42.03,1.3,0,11,67.8,0
CLIENT-11102,28,72086.35,11061.02,36,19.41,8.3,0,5,67.6,0
CLIENT-11103,53,12841.96,8010.42,24,60.25,3.5,0,1,77.5,0
CLIENT-11104,30,17887.01,11162.8,24,47.49,6.0,1,5,72.9,1
CLIENT-11105,60,42536.94,9375.62,48,48.46,3.0,0,10,77.4,0
CLIENT-11106,20,169726.61,32707.47,60,64.2,1.4,0,8,64.5,0
CLIENT-11107,50,16075.84,8836.51,36,14.14,17.6,1,3,65.2,0
CLIENT-11108,23,15706.65,44364.19,48,33.57,4.2,1,9,78.2,1
CLIENT-11109,67,44498.87,29658.08,48,23.15,0.7,1,9,56.6,0
CLIENT-11110,27,74817.32,9584.35,36,44.67,2.6,0,6,53.1,0
CLIENT-11111,22,24972.76,16711.76,48,54.37,2.0,1,4,100.0,0
CLIENT-11112,40,13727.6,19216.84,36,63.15,1.2,0,4,76.3,0
CLIENT-11113,27,47110.42,24079.71,36,35.0,13.5,0,11,66.3,0
CLIENT-11114,61,52517.66,25805.09,24,53.24,10.6,1,1,59.6,1
CLIENT-11115,19,105576.71,15224.22,48,60.44,1.1,1,10,56.2,0
CLIENT-11116,30,53861.34,6849.31,36,47.58,2.2,0,5,69.3,0
CLIENT-11117,57,59685.22,20923.37,24,23.35,7.2,1,5,68.6,0
CLIENT-11118,19,31030.1,11321.35,48,43.43,1.2,0,5,76.6,0
CLIENT-11119,37,157141.6,1896.1,36,63.35,4.5,0,1,50.5,0
CLIENT-11120,18,28598.65,17556.77,60,64.32,6.0,0,1,51.1,0
CLIENT-11121,54,25155.87,7991.41,24,45.33,5.3,0,10,73.9,0
CLIENT-11122,26,107549.77,9692.7,36,58.78,6.1,0,2,75.8,0
CLIENT-11123,34,14994.78,13416.15,24,21.02,6.1,0,1,83.6,0
CLIENT-11124,26,11986.72,4502.77,60,23.53,16.7,0,8,94.9,0
CLIENT-11125,28,39016.28,14725.4,12,62.41,2.1,0,4,66.0,1
CLIENT-11126,32,36277.68,10703.27,36,17.44,10.5,1,6,80.1,1
CLIENT-11127,41,31674.5,7229.65,48,20.51,0.1,0,8,54.4,0
CLIENT-11128,55,65930.59,13799.25,36,33.13,1.7,0,5,31.2,0
CLIENT-11129,52,21058.85,4092.3,60,42.43,0.2,3,6,55.3,0
CLIENT-11130,47,37740.92,14086.03,48,43.21,5.3,0,4,62.8,0
CLIENT-11131,48,29258.82,18572.17,24,26.06,0.5,1,6,100.0,0
CLIENT-11132,66,21274.59,16542.27,12,60.63,9.3,0,6,45.1,0
CLIENT-11133,22,34992.74,23207.23,24,60.33,5.2,3,3,81.1,1
CLIENT-11134,61,60570.15,30204.51,24,31.56,0.1,1,4,61.1,0
CLIENT-11135,67,129617.21,12620.23,48,33.89,6.3,0,6,77.5,0
CLIENT-11136,31,51413.26,28762.12,60,48.64,9.9,0,8,70.6,0
CLIENT-11137,28,8050.58,12587.26,12,46.46,5.4,0,7,56.3,0
CLIENT-11138,26,35493.89,8187.61,36,31.03,0.2,0,4,85.4,1
CLIENT-11139,51,37417.05,10148.43,36,32.78,9.8,0,3,76.7,0
CLIENT-11140,29,63686.34,16104.99,12,29.14,6.6,0,11,69.8,0
CLIENT-11141,52,40574.14,28556.06,36,22.95,2.4,0,8,74.4,0
CLIENT-11142,52,77022.54,13373.41,36,35.2,2.0,0,6,63.6,0
CLIENT-11143,18,45935.91,8336.85,36,47.75,3.3,1,8,41.0,0
CLIENT-11144,57,92529.13,36716.52,36,50.81,10.1,1,9,71.7,0
CLIENT-11145,39,27910.34,4893.33,48,52.84,1.5,0,9,100.0,0
CLIENT-11146,46,39600.86,8374.58,24,30.61,0.5,0,10,82.7,0
CLIENT-11147,25,59634.22,24957.98,48,52.05,10.0,0,11,74.4,0
CLIENT-11148,28,25762.71,46005.68,36,10.36,0.1,0,9,75.8,0
CLIENT-11149,58,22606.49,18703.7,48,36.24,12.1,0,10,70.0,0
CLIENT-11150,54,24894.17,15913.47,36,53.66,1.8,1,1,36.4,1
CLIENT-11151,31,23166.69,10898.65,48,44.65,3.5,2,3,54.2,0
CLIENT-11152,47,49688.92,19607.15,48,36.07,0.7,0,9,69.0,1
CLIENT-11153,52,12077.69,14626.02,36,45.46,11.6,0,4,83.9,0
CLIENT-11154,38,14277.18,7877.99,36,59.88,6.9,0,10,97.5,0
CLIENT-11155,54,111040.24,10761.22,60,41.15,12.9,2,2,53.9,0
CLIENT-11156,22,23504.38,7279.28,48,53.99,5.7,2,1,79.8,1
CLIENT-11157,36,40945.98,13487.67,60,63.94,1.0,0,5,36.5,1
CLIENT-11158,31,14861.25,14962.28,48,48.81,1.8,0,4,65.0,0
CLIENT-11159,43,38425.42,41943.06,36,41.53,3.3,0,5,69.6,0
CLIENT-11160,21,23590.42,8793.97,24,12.06,4.7,0,11,95.3,0
CLIENT-11161,42,14216.33,11771.73,24,30.6,13.0,0,5,57.8,0
CLIENT-11162,62,80995.77,32254.95,60,41.1,2.4,0,8,64.8,0
CLIENT-11163,59,73831.4,47266.76,36,53.85,6.1,1,6,84.9,0
CLIENT-11164,42,34050.06,18625.7,12,34.1,16.2,0,3,59.0,0
CLIENT-11165,35,66148.1,11186.98,48,62.8,0.8,3,9,62.1,1
CLIENT-11166,57,113774.72,9593.95,48,24.95,9.9,0,8,48.4,0
CLIENT-11167,25,57093.5,3677.0,24,50.95,2.7,0,9,79.3,0
CLIENT-11168,56,48426.76,6978.31,24,33.05,6.6,0,4,48.5,0
CLIENT-11169,57,40919.82,14344.1,36,36.73,1.7,0,8,85.8,1
CLIENT-11170,31,53621.13,11770.01,12,54.14,2.0,1,11,51.3,0
CLIENT-11171,49,29191.95,20668.9,48,26.29,0.1,0,3,58.6,0
CLIENT-11172,68,30761.48,11653.46,36,15.32,17.8,0,5,52.4,0
CLIENT-11173,55,47597.47,8036.59,48,38.61,8.4,0,7,65.8,0
CLIENT-11174,50,27328.38,16965.57,48,39.08,0.5,0,1,86.1,0
CLIENT-11175,40,29159.04,77163.8,36,53.84,35.0,1,1,59.5,0
CLIENT-11176,32,36319.57,10698.47,36,63.26,4.6,2,3,55.3,1
CLIENT-11177,50,72429.18,14723.81,36,13.04,9.6,0,4,69.7,0
CLIENT-11178,42,18405.44,24169.53,36,42.54,0.3,2,1,69.0,1
CLIENT-11179,34,57268.56,8954.1,36,47.47,2.5,0,8,80.2,0
CLIENT-11180,50,58400.39,32562.95,48,64.22,5.5,0,2,50.3,0
CLIENT-11181,64,58191.07,4423.44,36,61.84,0.6,1,11,73.6,0
CLIENT-11182,19,22380.65,10042.6,48,49.18,3.4,0,5,88.6,0
CLIENT-11183,31,13152.81,10744.46,24,38.7,2.9,0,6,54.8,0
CLIENT-11184,57,50808.57,14850.82,24,18.88,1.2,0,11,72.9,0
CLIENT-11185,57,40640.62,3360.9,60,31.13,1.8,0,6,54.7,0
CLIENT-11186,68,66345.15,34438.07,36,42.18,17.1,0,6,86.4,0
CLIENT-11187,56,23853.3,17853.45,36,49.89,1.7,0,11,95.4,0
CLIENT-11188,68,57300.87,29318.74,36,44.95,1.2,1,1,52.1,0
CLIENT-11189,23,68367.12,41320.95,24,49.28,3.8,0,3,74.4,0
CLIENT-11190,23,34297.03,7955.39,48,33.6,5.6,0,3,75.4,0
CLIENT-11191,20,46637.38,2330.77,12,50.02,6.5,1,8,72.0,0
CLIENT-11192,24,45669.22,29805.74,36,17.91,7.0,0,6,66.6,0
CLIENT-11193,68,22183.82,10932.9,36,18.94,0.2,0,2,61.4,0
CLIENT-11194,25,49944.02,6043.76,60,18.96,2.5,2,1,46.5,1
CLIENT-11195,59,96134.06,19998.44,36,59.0,7.4,1,4,67.6,0
CLIENT-11196,69,36802.55,74943.51,24,14.18,11.8,0,1,83.0,0
CLIENT-11197,32,15115.03,12379.11,36,54.08,4.6,0,5,86.6,0
CLIENT-11198,64,24044.56,25998.17,12,22.85,0.3,0,11,72.7,0
CLIENT-11199,46,12485.74,6692.54,24,35.76,2.5,0,8,55.2,1
CLIENT-11200,50,78759.7,4102.16,12,60.38,0.4,0,10,50.8,0
CLIENT-11201,69,57438.1,25330.34,36,42.23,6.9,0,2,60.7,0
CLIENT-11202,47,26881.09,19579.75,12,21.56,0.3,0,8,41.3,0
CLIENT-11203,56,15508.82,9643.2,36,25.62,1.0,0,8,32.2,0
CLIENT-11204,44,22026.97,44106.11,60,60.62,2.7,0,6,49.8,1
CLIENT-11205,53,24761.22,3884.92,48,33.49,3.1,1,8,74.7,0
CLIENT-11206,46,38779.4,5647.56,12,42.28,2.6,0,2,45.4,0
CLIENT-11207,55,38004.34,9136.13,24,35.3,3.1,0,7,74.9,0
CLIENT-11208,50,81215.32,10410.0,36,30.81,6.2,0,8,57.6,0
CLIENT-11209,54,23964.94,37262.71,48,22.28,2.3,0,4,88.0,0
CLIENT-11210,44,14692.42,13827.83,12,47.74,4.0,0,9,61.0,1
CLIENT-11211,50,18138.88,11671.81,48,49.5,1.8,0,11,63.1,0
CLIENT-11212,21,35817.26,5491.71,36,25.12,2.2,0,6,58.7,1
CLIENT-11213,39,23453.93,28585.17,36,53.4,4.8,1,3,59.1,1
CLIENT-11214,19,30479.05,6029.09,60,57.0,3.4,0,4,71.3,0
CLIENT-11215,27,27655.5,5474.04,48,60.64,6.4,0,4,74.3,0
CLIENT-11216,22,65784.73,10095.24,48,18.87,4.1,0,1,69.3,0
CLIENT-11217,27,25535.39,14976.47,36,26.72,8.1,0,10,50.9,0
CLIENT-11218,50,28957.8,8069.93,36,57.32,2.9,0,1,76.1,0
CLIENT-11219,55,55846.95,21914.69,36,20.92,3.4,0,1,51.9,0
CLIENT-11220,30,25874.44,10959.0,36,10.19,5.5,2,4,53.7,0
CLIENT-11221,48,46813.52,27915.52,36,57.9,1.3,0,1,61.5,1
CLIENT-11222,64,44306.7,19026.3,24,27.95,2.4,0,6,81.6,0
CLIENT-11223,53,39539.66,46818.59,24,32.8,4.9,0,2,52.9,0
CLIENT-11224,62,18386.32,9802.96,36,34.55,0.1,1,1,75.5,0
CLIENT-11225,41,75952.58,24119.59,48,56.66,2.9,0,7,31.5,0
CLIENT-11226,69,137641.85,3824.69,60,28.58,4.6,0,6,77.6,0
CLIENT-11227,32,36508.37,101129.9,36,59.08,17.1,1,1,85.7,0
CLIENT-11228,46,19383.69,23289.61,36,43.93,10.5,3,10,79.1,0
CLIENT-11229,25,36955.2,10857.21,24,39.0,1.6,0,9,69.2,0
CLIENT-11230,22,65769.8,11143.51,60,27.91,3.5,0,6,59.6,0
CLIENT-11231,46,25106.63,11238.31,36,23.4,0.3,0,2,55.9,0
CLIENT-11232,64,33612.74,48437.31,48,44.32,1.4,0,7,57.3,1
CLIENT-11233,21,44551.12,25058.91,48,34.58,7.5,0,3,61.0,0
CLIENT-11234,29,74744.34,9795.49,24,60.08,0.7,0,7,84.0,0
CLIENT-11235,62,57829.5,5612.94,36,37.04,1.5,1,9,68.2,1
CLIENT-11236,19,59285.54,30861.76,60,38.15,14.4,0,5,81.8,0
CLIENT-11237,44,28120.07,24028.22,12,32.92,8.7,0,1,100.0,0
CLIENT-11238,48,46219.24,21904.77,36,53.41,7.6,2,5,94.8,1
CLIENT-11239,68,23548.61,12599.08,60,33.37,10.0,2,8,69.8,1
CLIENT-11240,68,60313.77,10832.08,36,24.81,6.9,0,8,61.6,0
CLIENT-11241,53,72455.78,43462.62,48,57.41,0.6,0,3,82.5,1
CLIENT-11242,53,50615.75,46387.65,60,42.83,3.6,0,4,82.5,0
CLIENT-11243,43,29130.87,20912.19,48,42.53,2.9,0,8,78.1,0
CLIENT-11244,60,32137.01,26341.18,24,43.6,1.9,0,8,92.1,0
CLIENT-11245,44,107356.43,15760.6,36,49.54,9.0,0,7,55.8,0
CLIENT-11246,22,29424.23,5120.51,12,27.22,3.1,0,6,74.3,0
CLIENT-11247,37,68186.13,6728.99,48,11.86,0.3,0,4,69.4,0
CLIENT-11248,28,44504.03,29801.9,48,54.58,1.6,0,10,80.2,0
CLIENT-11249,27,29718.3,32584.56,36,17.09,1.3,0,9,63.1,0
CLIENT-11250,57,16207.2,27942.08,36,49.7,10.9,0,2,75.5,0
CLIENT-11251,55,41231.6,17021.57,12,14.53,5.2,0,2,43.2,0
CLIENT-11252,23,38355.78,28678.68,48,30.64,4.1,0,1,69.7,0
CLIENT-11253,25,107357.62,12826.95,48,13.47,3.5,0,11,95.7,0
CLIENT-11254,40,21674.34,20639.73,60,38.72,5.3,3,3,62.2,0
CLIENT-11255,64,143898.17,11576.38,48,45.92,7.0,0,3,68.5,0
CLIENT-11256,43,45582.83,6375.71,48,19.43,4.0,0,4,86.0,0
CLIENT-11257,63,45556.0,24469.93,48,30.44,13.9,0,3,77.1,0
CLIENT-11258,60,25442.0,32616.94,36,61.16,18.8,0,10,44.3,1
CLIENT-11259,29,43862.88,75491.18,36,34.33,26.8,0,6,67.9,0
CLIENT-11260,43,48234.54,16071.78,60,54.14,5.5,0,9,75.7,0
CLIENT-11261,30,63729.09,6415.89,36,61.0,13.5,2,8,90.5,1
CLIENT-11262,57,20191.29,10615.72,36,63.59,2.6,1,6,87.7,0
CLIENT-11263,35,84462.97,12147.47,12,59.41,9.8,0,8,69.0,0
CLIENT-11264,42,45109.55,14823.2,24,27.46,12.0,0,8,79.5,0
CLIENT-11265,50,52309.71,18575.77,36,62.94,11.7,0,10,68.8,0
CLIENT-11266,64,31806.78,17224.34,24,54.68,8.9,0,6,62.5,0
CLIENT-11267,57,20808.45,23016.29,24,56.04,2.6,1,2,86.4,0
CLIENT-11268,60,37935.2,15339.65,36,10.83,0.9,0,5,85.4,0
CLIENT-11269,29,40634.69,2813.8,24,62.48,2.0,0,4,74.0,0
CLIENT-11270,61,15815.46,15662.02,48,52.79,7.3,0,6,60.2,0
CLIENT-11271,53,58452.59,14195.94,36,52.24,1.3,0,2,69.6,0
CLIENT-11272,65,66033.32,19637.31,36,14.48,3.3,1,4,70.6,0
CLIENT-11273,21,23440.05,10373.01,24,22.79,4.2,0,8,83.8,0
CLIENT-11274,22,19662.11,15622.51,36,62.92,4.6,0,1,65.4,0
CLIENT-11275,54,30279.41,19719.62,36,37.54,13.7,0,3,70.4,0
CLIENT-11276,25,36839.91,11943.83,48,31.88,5.4,0,4,72.8,0
CLIENT-11277,59,30992.4,21442.05,48,56.2,7.7,0,2,66.0,0
CLIENT-11278,66,35012.11,14031.88,24,14.8,4.4,0,2,73.8,0
CLIENT-11279,45,41476.68,14908.12,36,32.93,9.0,0,6,71.7,0
CLIENT-11280,48,15979.13,1726.94,24,30.66,1.5,0,6,57.8,1
CLIENT-11281,26,17120.34,5998.59,60,29.24,1.2,0,3,61.7,0
CLIENT-11282,68,7091.37,6010.02,60,26.92,13.0,0,8,48.9,1
CLIENT-11283,46,63928.92,15544.04,36,21.55,5.9,0,3,58.9,0
CLIENT-11284,31,36648.81,32538.06,36,19.51,5.6,0,2,91.4,0
CLIENT-11285,57,68098.51,12296.99,48,45.22,3.1,2,5,79.9,1
CLIENT-11286,58,18349.49,24192.76,48,60.57,2.4,0,7,58.0,0
CLIENT-11287,39,36851.23,21031.51,36,37.99,4.1,0,1,67.1,0
CLIENT-11288,28,41311.49,14734.18,60,26.39,0.6,1,2,57.0,0
CLIENT-11289,40,25924.16,19965.95,36,18.75,3.0,0,2,80.9,0
CLIENT-11290,18,14298.98,15869.6,36,55.66,3.0,0,8,73.8,1
CLIENT-11291,63,103520.28,12093.26,48,63.43,3.9,1,10,80.2,1
CLIENT-11292,54,84083.87,17566.63,36,29.2,5.0,0,6,65.3,0
CLIENT-11293,38,28878.15,36777.52,48,26.0,15.8,3,4,85.0,0
CLIENT-11294,43,49322.55,18600.14,24,43.08,5.3,0,4,52.1,0
CLIENT-11295,63,27149.82,15561.88,36,52.64,10.8,0,5,61.1,0
CLIENT-11296,53,19985.41,7228.48,24,35.05,4.1,1,3,64.0,0
CLIENT-11297,40,108701.07,35994.18,36,44.65,4.9,0,4,82.0,0
CLIENT-11298,18,13450.6,4989.38,36,49.41,0.4,0,4,61.8,1
CLIENT-11299,68,30598.24,4047.1,60,62.83,0.7,1,7,55.5,1
CLIENT-11300,57,38200.13,17327.02,36,19.08,4.3,2,7,70.1,0
CLIENT-11301,32,97806.07,7211.76,48,64.86,2.5,0,1,100.0,0
CLIENT-11302,38,62190.23,28634.55,36,31.57,8.0,3,3,55.4,0
CLIENT-11303,64,13315.05,4110.94,48,49.78,3.9,0,9,88.6,0
CLIENT-11304,26,36255.63,26193.45,36,41.48,10.7,0,6,69.9,0
CLIENT-11305,26,36777.3,23734.56,36,36.77,17.9,0,6,70.1,0
CLIENT-11306,27,31665.94,14510.26,24,48.39,0.8,0,4,61.0,1
CLIENT-11307,69,52674.43,3072.66,36,31.77,2.5,0,10,79.4,0
CLIENT-11308,43,15592.35,3998.55,36,16.94,5.5,0,9,85.6,0
CLIENT-11309,58,28419.15,15802.99,36,36.89,1.8,0,3,92.6,0
CLIENT-11310,52,48401.75,11350.82,60,38.71,1.6,0,8,74.3,1
CLIENT-11311,69,54597.61,22228.51,48,21.1,8.4,2,6,59.6,0
CLIENT-11312,42,39721.65,12736.77,60,61.46,19.7,0,2,96.8,0
CLIENT-11313,43,30545.26,11984.55,36,22.51,7.4,0,3,63.2,0
CLIENT-11314,28,33793.89,2444.46,60,32.51,3.7,1,1,58.4,0
CLIENT-11315,55,56627.18,23758.67,48,18.52,2.9,0,3,74.3,0
CLIENT-11316,19,37061.74,8481.12,24,39.47,3.9,1,4,55.5,0
CLIENT-11317,24,19436.18,10109.75,36,26.92,3.1,0,6,62.5,0
CLIENT-11318,35,17324.92,6317.98,24,36.91,3.5,0,10,79.4,0
CLIENT-11319,44,14856.87,4544.68,12,22.35,1.1,0,7,100.0,0
CLIENT-11320,51,86972.61,37440.06,24,12.96,11.7,0,3,78.5,0
CLIENT-11321,44,58951.9,23314.75,12,52.86,7.0,0,11,87.8,0
CLIENT-11322,34,34067.78,23585.72,48,45.26,5.7,0,7,62.4,0
CLIENT-11323,60,27659.5,11480.93,36,28.74,15.0,1,4,74.0,0
CLIENT-11324,61,25735.9,3957.84,36,12.61,1.7,0,1,41.2,0
CLIENT-11325,68,69978.43,58187.82,48,57.61,0.4,0,1,50.0,1
CLIENT-11326,41,113852.62,17954.65,48,19.34,8.7,0,8,72.3,0
CLIENT-11327,42,25254.62,14702.2,60,61.19,32.2,0,10,75.3,0
CLIENT-11328,24,71901.28,10390.08,36,36.32,4.3,1,7,82.7,0
CLIENT-11329,69,36931.04,3193.3,36,28.72,0.3,0,4,67.2,0
CLIENT-11330,23,31969.66,29705.61,36,50.8,7.6,0,1,92.6,0
CLIENT-11331,41,89547.87,6371.61,24,58.23,0.4,0,6,78.3,0
CLIENT-11332,50,36094.67,19586.55,24,30.39,3.9,0,11,42.8,0
CLIENT-11333,66,43382.81,22915.84,36,32.4,1.6,0,11,42.8,0
CLIENT-11334,46,42148.92,16880.43,60,33.82,12.3,2,10,71.9,0
CLIENT-11335,60,13693.0,18564.04,12,60.73,3.0,0,7,66.4,0
CLIENT-11336,39,43176.29,34278.85,24,48.09,11.4,0,6,73.3,0
CLIENT-11337,43,25910.01,7671.82,24,23.62,1.8,0,6,65.0,0
CLIENT-11338,45,15480.06,14990.2,48,20.17,2.4,0,8,61.0,0
CLIENT-11339,67,26627.98,11412.06,36,22.67,14.7,0,6,59.0,0
CLIENT-11340,38,26496.47,3686.03,36,24.5,1.1,0,2,69.1,0
CLIENT-11341,66,67368.28,16324.68,24,22.66,4.3,0,7,82.6,0
CLIENT-11342,24,19181.97,32076.39,36,46.22,2.5,0,10,53.9,0
CLIENT-11343,34,22608.73,35011.57,24,16.38,7.4,1,4,67.9,0
CLIENT-11344,37,41824.31,49032.28,36,31.3,0.7,0,11,91.4,0
CLIENT-11345,58,16391.59,3859.9,12,44.38,2.9,0,11,43.9,0
CLIENT-11346,66,24455.15,41774.42,48,26.0,6.0,1,3,79.6,0
CLIENT-11347,37,13377.29,15205.13,36,13.59,2.6,2,8,66.9,0
CLIENT-11348,39,63070.4,40961.74,48,14.5,0.3,0,10,58.3,0
