transaction_id,amount_usd,distance_from_home_km,transaction_hour,is_new_device,velocity_txn_per_min,failed_pin_attempts,is_foreign_country,is_fraud
TXN-101964,166.47,16.2,17,0,1,0,0,0
TXN-101965,165.44,1.1,18,0,1,0,0,0
TXN-101966,26.22,0.8,21,0,1,0,0,0
TXN-101967,188.89,2.6,7,1,1,0,0,0
TXN-101968,16.07,1.5,21,0,1,0,0,0
TXN-101969,24.74,5.0,8,1,1,0,0,0
TXN-101970,8.67,3.9,15,0,1,0,0,0
TXN-101971,282.28,3.4,21,0,1,0,0,0
TXN-101972,167.27,4.4,15,0,1,0,0,0
TXN-101973,45.96,3.7,15,0,1,0,0,0
TXN-101974,48.45,2.5,15,0,1,0,0,0
TXN-101975,19.22,2.5,6,0,1,0,0,0
TXN-101976,22.53,20.2,8,0,1,0,0,0
TXN-101977,61.31,3.4,11,0,1,0,0,0
TXN-101978,49.09,2.2,8,0,1,0,0,0
TXN-101979,53.73,4.8,8,0,1,0,0,0
TXN-101980,39.74,9.9,6,0,1,0,0,0
TXN-101981,53.23,16.9,19,0,2,0,0,0
TXN-101982,22.64,7.0,13,0,1,0,0,0
TXN-101983,20.76,17.4,21,0,1,0,0,0
TXN-101984,38.61,0.4,14,0,1,0,0,0
TXN-101985,48.78,4.7,17,0,1,0,0,0
TXN-101986,82.05,0.5,10,0,1,0,0,0
TXN-101987,52.56,12.0,14,0,1,0,0,0
TXN-101988,36.21,2.9,14,0,1,0,0,0
TXN-101989,40.89,1.9,19,0,1,0,0,0
TXN-101990,43.35,3.7,14,0,1,0,0,0
TXN-101991,26.58,5.7,20,0,1,0,0,0
TXN-101992,60.68,4.5,20,0,1,1,0,0
TXN-101993,193.86,3.9,16,0,1,0,0,0
TXN-101994,30.47,15.0,18,0,1,0,0,0
TXN-101995,14.04,3.5,11,0,1,0,0,0
TXN-101996,13.0,6.3,18,0,1,0,0,0
TXN-101997,27.08,2.2,20,0,1,0,0,0
TXN-101998,10.11,1.0,11,0,1,0,0,0
TXN-101999,28.88,0.7,16,0,2,0,0,0
TXN-102000,51.31,3.0,14,0,1,0,0,0
TXN-102001,16.17,3.8,7,0,1,0,0,0
TXN-102002,74.91,0.8,17,0,2,0,0,0
TXN-102003,370.04,3.1,15,0,1,0,0,0
TXN-102004,28.46,4.5,14,0,1,0,0,0
TXN-102005,35.7,11.0,12,0,1,0,0,0
TXN-102006,16.5,1.3,8,0,1,0,0,0
TXN-102007,176.4,0.2,9,0,1,0,0,0
TXN-102008,7.66,4.5,16,0,1,0,0,0
TXN-102009,89.74,1.4,6,0,2,0,0,0
TXN-102010,26.19,2.8,6,1,1,0,0,0
TXN-102011,35.17,0.3,19,0,1,0,0,0
TXN-102012,62.64,7.7,18,0,1,0,0,0
TXN-102013,32.37,0.6,20,0,1,0,0,0
TXN-102014,103.32,7.9,20,1,1,0,0,0
TXN-102015,23.34,0.4,7,0,1,0,0,0
TXN-102016,31.72,8.8,8,0,1,0,0,0
TXN-102017,32.94,1.7,16,0,1,0,1,0
TXN-102018,60.79,0.1,10,0,1,0,0,0
TXN-102019,24.96,1.6,7,0,1,0,0,0
TXN-102020,2296.34,51.7,5,1,5,3,0,1
TXN-102021,31.93,5.7,20,0,2,0,0,0
TXN-102022,22.53,3.6,21,0,1,0,0,0
TXN-102023,18.0,3.9,7,1,1,0,0,0
TXN-102024,33.56,10.1,21,0,1,0,0,0
TXN-102025,24.21,3.8,13,0,1,0,0,0
TXN-102026,62.04,0.3,14,0,1,0,0,0
TXN-102027,40.78,1.5,11,0,1,0,0,0
TXN-102028,33.73,6.4,9,0,1,0,0,0
TXN-102029,182.05,9.8,22,0,2,0,0,0
TXN-102030,18.22,0.9,11,0,1,1,0,0
TXN-102031,51.73,0.4,19,0,1,0,0,0
TXN-102032,2823.29,52.7,4,1,4,0,1,1
TXN-102033,9.26,0.1,22,1,1,0,0,0
TXN-102034,63.28,2.7,6,0,2,0,0,0
TXN-102035,28.04,0.6,12,0,1,0,0,0
TXN-102036,1290.79,444.1,5,0,5,1,1,1
TXN-102037,42.01,2.8,7,0,1,0,0,0
TXN-102038,10.26,1.4,14,0,1,0,0,0
TXN-102039,59.79,22.1,11,0,1,0,0,0
TXN-102040,158.49,2.4,10,0,1,0,0,0
TXN-102041,51.76,19.1,11,0,1,0,0,0
TXN-102042,443.51,0.8,9,0,1,0,0,0
TXN-102043,232.43,2.2,22,0,1,0,0,0
TXN-102044,139.52,1.6,15,0,1,0,0,0
TXN-102045,57.63,0.9,18,0,2,0,0,0
TXN-102046,131.12,1.7,14,0,1,0,0,0
TXN-102047,81.94,1.1,20,0,1,0,0,0
TXN-102048,44.71,4.0,7,0,1,0,0,0
TXN-102049,20.8,4.2,12,0,1,0,0,0
TXN-102050,123.17,1.0,16,0,1,0,0,0
TXN-102051,104.81,0.1,9,0,2,0,0,0
TXN-102052,287.08,6.3,20,0,1,0,0,0
TXN-102053,173.57,5.0,15,0,1,0,0,0
TXN-102054,343.51,0.3,8,0,1,0,0,0
TXN-102055,159.32,2.4,14,0,1,0,0,0
TXN-102056,152.99,1.1,10,0,1,0,0,0
TXN-102057,17.26,9.2,8,0,2,0,0,0
TXN-102058,126.07,4.2,12,0,1,1,0,0
TXN-102059,80.34,12.7,11,0,1,0,0,0
TXN-102060,8.12,0.6,22,0,1,0,0,0
TXN-102061,107.53,2.0,21,0,1,0,0,0
TXN-102062,57.79,6.1,21,0,1,0,0,0
TXN-102063,29.13,6.3,12,0,1,0,0,0
TXN-102064,19.16,2.6,20,0,1,0,0,0
TXN-102065,30.26,5.3,15,0,1,0,0,0
TXN-102066,5.14,4.1,6,0,1,0,0,0
TXN-102067,65.95,3.8,20,0,1,0,0,0
TXN-102068,25.47,6.6,9,0,1,0,0,0
TXN-102069,159.47,6.5,17,0,1,0,0,0
TXN-102070,32.04,1.5,15,0,1,0,0,0
TXN-102071,23.12,1.5,9,0,1,0,0,0
TXN-102072,73.17,0.9,7,0,1,0,0,0
TXN-102073,21.75,2.9,22,0,1,0,0,0
TXN-102074,5.1,2.1,6,0,1,0,0,0
TXN-102075,55.77,5.4,18,0,1,0,0,0
TXN-102076,45.02,0.4,14,0,1,0,0,0
TXN-102077,54.33,7.9,21,0,1,0,0,0
TXN-102078,36.94,6.7,19,0,1,0,0,0
TXN-102079,105.46,9.7,15,0,1,0,0,0
TXN-102080,244.03,7.0,10,0,1,0,0,0
TXN-102081,22.96,13.0,19,0,1,1,0,0
TXN-102082,15.17,3.1,13,1,1,0,0,0
TXN-102083,89.35,4.8,6,0,1,0,0,0
TXN-102084,311.49,23.1,20,0,1,0,0,0
TXN-102085,32.52,1.3,11,0,1,0,0,0
TXN-102086,18.76,0.8,12,0,1,0,0,0
TXN-102087,54.22,3.0,17,0,1,0,0,0
TXN-102088,48.97,16.6,6,1,1,1,0,0
TXN-102089,12.3,3.2,8,0,1,0,0,0
TXN-102090,46.41,10.4,11,0,1,0,0,0
TXN-102091,20.43,3.4,8,0,1,0,0,0
TXN-102092,74.14,14.1,18,0,1,0,0,0
TXN-102093,67.46,1.3,14,0,1,0,0,0
TXN-102094,45.98,7.5,8,0,1,0,0,0
TXN-102095,38.2,0.9,9,1,1,0,0,0
TXN-102096,26.89,0.3,20,0,1,0,0,0
TXN-102097,18.12,0.8,10,0,1,0,0,0
TXN-102098,300.48,3.6,16,0,1,0,0,0
TXN-102099,30.53,10.8,9,0,1,0,0,0
TXN-102100,99.35,3.6,12,0,1,0,0,0
TXN-102101,21.45,0.4,13,1,1,0,0,0
TXN-102102,37.66,1.4,13,0,1,0,0,0
TXN-102103,121.21,11.3,15,0,1,0,0,0
TXN-102104,120.04,1.5,10,0,1,1,0,0
TXN-102105,147.58,0.2,19,0,1,0,0,0
TXN-102106,69.54,1.2,13,0,1,0,0,0
TXN-102107,14.44,1.1,21,1,1,0,0,0
TXN-102108,26.79,13.3,14,0,1,0,0,0
TXN-102109,60.2,7.3,16,1,1,0,0,0
TXN-102110,33.97,0.1,15,0,1,0,0,0
TXN-102111,29.58,1.4,20,0,1,0,0,0
TXN-102112,42.26,0.3,19,0,1,0,0,0
TXN-102113,50.71,5.9,15,1,1,0,0,0
TXN-102114,26.43,3.0,17,0,1,0,0,0
TXN-102115,45.07,1.8,15,0,1,0,0,0
TXN-102116,57.2,12.0,17,0,1,0,1,0
TXN-102117,18.2,8.4,14,0,1,0,0,0
TXN-102118,27.16,1.6,15,0,1,0,0,0
TXN-102119,35.01,4.3,17,0,1,0,0,0
TXN-102120,56.42,7.4,20,0,1,0,0,0
TXN-102121,57.86,14.0,19,0,1,0,0,0
TXN-102122,64.81,4.1,11,0,2,0,0,0
TXN-102123,169.18,1.0,15,0,1,0,0,0
TXN-102124,61.43,2.1,8,0,2,0,0,0
TXN-102125,11.46,3.9,22,0,1,0,0,0
TXN-102126,173.67,3.7,13,0,1,0,0,0
TXN-102127,19.88,1.8,10,0,1,0,0,0
TXN-102128,25.95,4.7,8,0,1,0,0,0
TXN-102129,32.88,0.4,8,0,1,0,0,0
TXN-102130,131.22,3.9,9,0,2,0,0,0
TXN-102131,40.4,5.0,19,0,2,0,0,0
TXN-102132,75.77,1.1,11,0,1,0,0,0
TXN-102133,13.19,7.5,13,0,1,0,0,0
TXN-102134,29.13,2.7,6,0,1,0,0,0
TXN-102135,55.88,0.9,7,0,1,0,0,0
TXN-102136,46.87,2.2,9,0,2,0,0,0
TXN-102137,131.54,0.0,19,0,1,0,0,0
TXN-102138,23.57,8.2,8,0,1,0,1,0
TXN-102139,117.31,4.4,7,0,1,0,0,0
TXN-102140,116.2,1.9,20,0,1,0,0,0
TXN-102141,22.27,4.2,10,0,2,0,0,0
TXN-102142,11.88,5.3,22,0,1,0,0,0
TXN-102143,185.94,2.7,13,0,2,0,0,0
TXN-102144,152.76,0.5,18,0,1,0,0,0
TXN-102145,34.2,0.5,20,0,1,0,0,0
TXN-102146,45.39,0.4,6,0,1,0,0,0
TXN-102147,142.97,10.6,8,0,1,0,0,0
TXN-102148,42.95,4.0,22,0,1,0,0,0
TXN-102149,32.79,4.5,7,0,1,0,0,0
TXN-102150,94.25,13.6,10,0,1,0,0,0
TXN-102151,40.94,2.4,6,0,1,0,0,0
TXN-102152,27.16,0.9,11,0,1,0,0,0
TXN-102153,39.98,15.3,9,0,1,0,0,0
TXN-102154,242.02,1.2,6,0,1,1,0,0
TXN-102155,67.23,3.8,7,0,1,0,0,0
TXN-102156,23.24,6.9,13,0,1,0,0,0
TXN-102157,35.22,1.1,22,0,1,0,0,0
TXN-102158,20.18,6.3,18,0,2,0,0,0
TXN-102159,78.84,0.2,19,0,1,0,0,0
TXN-102160,32.47,3.5,16,0,2,1,0,0
TXN-102161,66.11,0.8,12,0,1,0,0,0
TXN-102162,59.54,0.6,8,0,1,0,0,0
TXN-102163,82.51,0.7,10,0,1,0,0,0
TXN-102164,7.75,5.9,10,0,2,0,0,0
TXN-102165,26.53,1.4,11,0,1,0,0,0
TXN-102166,46.3,2.2,13,0,1,0,0,0
TXN-102167,33.93,1.8,19,0,1,0,0,0
TXN-102168,136.29,4.4,15,0,1,0,0,0
TXN-102169,98.36,1.5,21,0,1,0,0,0
TXN-102170,45.23,0.9,6,0,1,0,0,0
TXN-102171,32.63,2.8,7,0,1,0,0,0
TXN-102172,9.68,15.4,22,0,1,0,0,0
TXN-102173,28.52,3.1,11,0,1,0,0,0
TXN-102174,17.53,2.8,22,0,1,0,0,0
TXN-102175,16.05,0.0,10,0,1,0,0,0
TXN-102176,26.85,3.2,9,0,1,0,0,0
TXN-102177,9.39,19.7,14,0,1,0,0,0
TXN-102178,154.62,2.9,20,0,1,1,0,0
TXN-102179,27.01,1.0,9,0,1,0,0,0
TXN-102180,41.9,1.0,16,0,1,0,0,0
TXN-102181,132.6,1.2,15,0,1,0,0,0
TXN-102182,57.34,6.8,10,0,1,1,0,0
TXN-102183,73.31,7.1,22,1,1,0,0,0
TXN-102184,43.29,0.3,8,0,1,0,0,0
TXN-102185,20.92,2.3,20,0,1,0,0,0
TXN-102186,40.77,20.8,17,0,1,0,0,0
TXN-102187,22.02,2.1,21,0,2,0,0,0
TXN-102188,15.74,15.8,11,0,1,0,0,0
TXN-102189,164.92,3.7,15,0,1,0,0,0
TXN-102190,13.1,6.2,21,0,1,0,0,0
TXN-102191,160.71,2.6,18,0,1,0,0,0
TXN-102192,193.19,12.0,18,0,1,0,0,0
TXN-102193,18.95,0.1,17,0,1,0,0,0
TXN-102194,20.05,0.9,11,0,1,0,0,0
TXN-102195,16.76,6.9,8,0,1,0,0,0
TXN-102196,49.86,10.4,18,0,1,0,0,0
TXN-102197,97.42,3.1,11,0,1,0,0,0
TXN-102198,48.17,4.5,14,0,1,0,0,0
TXN-102199,18.49,3.1,17,0,1,0,0,0
TXN-102200,18.24,7.1,6,0,1,0,0,0
TXN-102201,64.1,0.2,22,0,1,0,0,0
TXN-102202,104.16,11.0,18,1,1,0,0,0
TXN-102203,51.62,1.4,8,0,1,0,0,0
TXN-102204,50.73,0.0,16,0,2,0,0,0
TXN-102205,162.76,2.0,6,0,1,0,0,0
TXN-102206,164.15,9.1,19,0,1,0,0,0
TXN-102207,25.68,4.2,7,0,1,0,0,0
TXN-102208,57.82,12.7,8,0,1,0,0,0
TXN-102209,13.29,2.0,20,0,1,0,0,0
TXN-102210,19.64,0.0,12,0,1,0,0,0
TXN-102211,27.39,8.8,18,1,1,0,0,0
TXN-102212,29.86,6.1,16,0,2,0,0,0
TXN-102213,43.47,2.2,14,0,1,0,0,0
TXN-102214,27.64,4.1,22,0,1,0,0,0
TXN-102215,35.88,5.1,11,0,1,0,0,0
TXN-102216,77.81,2.5,8,0,1,0,0,0
TXN-102217,25.92,1.7,14,0,2,1,0,0
TXN-102218,58.06,1.4,10,0,1,0,1,0
TXN-102219,8.3,0.4,8,0,1,0,0,0
TXN-102220,45.4,4.1,17,0,2,0,0,0
TXN-102221,58.28,5.1,21,1,1,0,0,0
TXN-102222,42.46,5.4,11,0,1,0,0,0
TXN-102223,59.97,2.8,16,0,2,0,0,0
TXN-102224,16.78,1.8,15,0,1,0,0,0
TXN-102225,556.49,1.5,9,0,1,0,0,0
TXN-102226,32.76,7.0,9,0,2,0,0,0
TXN-102227,398.25,190.0,2,1,6,3,1,1
TXN-102228,62.77,16.1,20,0,1,1,0,0
TXN-102229,87.46,3.2,12,0,1,0,0,0
TXN-102230,109.99,4.3,13,0,1,0,0,0
TXN-102231,9.2,9.4,22,0,1,0,0,0
TXN-102232,20.33,0.4,21,0,2,0,0,0
TXN-102233,40.83,0.5,18,0,2,0,0,0
TXN-102234,21.75,0.8,14,0,1,0,0,0
TXN-102235,63.36,4.2,10,0,1,0,0,0
TXN-102236,26.19,11.6,12,0,1,0,0,0
TXN-102237,97.63,6.7,12,0,1,0,1,0
TXN-102238,35.13,4.2,18,1,1,0,0,0
TXN-102239,23.6,2.1,18,1,1,0,0,0
TXN-102240,27.2,0.5,9,0,1,0,0,0
TXN-102241,45.99,1.0,22,1,1,0,0,0
TXN-102242,16.61,0.9,16,0,1,0,0,0
TXN-102243,4.86,3.8,15,0,1,0,0,0
TXN-102244,101.66,1.2,20,0,1,0,0,0
TXN-102245,51.82,1.0,12,0,1,0,0,0
TXN-102246,30.91,2.5,19,0,1,0,0,0
TXN-102247,85.85,9.9,11,0,1,0,0,0
TXN-102248,7.88,6.6,13,0,1,0,0,0
TXN-102249,88.98,2.5,19,0,1,0,0,0
TXN-102250,19.99,3.2,19,0,1,0,0,0
TXN-102251,36.79,1.0,13,0,1,0,0,0
TXN-102252,97.29,3.0,12,0,1,0,1,0
TXN-102253,44.42,4.7,18,0,1,0,0,0
TXN-102254,96.23,4.8,16,0,2,0,0,0
TXN-102255,137.37,1.5,15,0,1,0,0,0
TXN-102256,43.76,5.6,22,0,1,0,0,0
TXN-102257,27.37,2.0,7,0,1,0,0,0
TXN-102258,51.86,5.1,6,0,1,0,0,0
TXN-102259,93.04,5.5,7,0,1,0,0,0
TXN-102260,464.9,0.7,13,0,2,0,0,0
TXN-102261,83.61,5.4,6,0,1,0,0,0
TXN-102262,38.85,1.6,12,0,2,0,0,0
TXN-102263,25.37,0.5,15,0,1,0,0,0
TXN-102264,131.86,2.6,20,0,1,0,0,0
TXN-102265,56.88,6.8,17,0,1,0,0,0
TXN-102266,315.13,1.0,10,1,1,0,0,0
TXN-102267,69.05,3.4,6,0,1,0,0,0
TXN-102268,12.45,3.7,17,0,1,0,0,0
TXN-102269,28.35,1.3,12,0,2,0,0,0
TXN-102270,35.26,5.3,8,0,2,0,0,0
TXN-102271,43.82,1.6,7,0,1,0,0,0
TXN-102272,9.99,6.5,9,0,1,0,0,0
TXN-102273,15.54,0.1,17,0,1,0,0,0
TXN-102274,16.62,7.0,19,1,1,0,0,0
TXN-102275,27.51,4.1,19,0,1,0,0,0
TXN-102276,17.65,1.0,10,0,1,0,0,0
TXN-102277,26.87,3.7,7,0,1,0,0,0
TXN-102278,52.92,1.2,17,0,1,0,0,0
TXN-102279,72.5,3.1,14,0,1,0,0,0
TXN-102280,58.25,23.3,18,0,1,1,0,0
TXN-102281,9.83,0.1,22,0,1,0,0,0
TXN-102282,19.37,15.3,15,0,1,0,0,0
TXN-102283,16.1,6.4,13,0,1,0,0,0
TXN-102284,6.08,2.9,15,0,1,0,0,0
TXN-102285,30.66,1.3,21,0,1,0,0,0
TXN-102286,48.02,0.0,12,1,1,0,0,0
TXN-102287,20.49,2.3,9,0,1,1,0,0
TXN-102288,61.24,0.1,17,0,1,0,0,0
TXN-102289,25.85,0.7,7,0,1,0,0,0
TXN-102290,12.43,1.1,15,0,1,0,0,0
TXN-102291,36.6,1.8,21,0,1,0,0,0
TXN-102292,57.8,10.6,22,0,1,1,0,0
TXN-102293,61.26,9.5,13,0,1,0,0,0
TXN-102294,38.77,0.1,22,0,1,0,0,0
TXN-102295,79.14,2.1,20,0,1,0,0,0
TXN-102296,26.56,4.6,8,1,1,0,0,0
TXN-102297,20.37,9.5,20,0,1,0,0,0
TXN-102298,48.08,4.2,17,0,1,0,0,0
TXN-102299,31.54,0.6,10,0,1,0,0,0
TXN-102300,48.15,3.9,18,0,1,0,0,0
TXN-102301,61.72,7.4,22,0,1,0,0,0
TXN-102302,87.66,6.2,8,0,1,0,0,0
TXN-102303,13.53,0.6,14,0,1,0,0,0
TXN-102304,428.15,4.7,16,0,1,0,0,0
TXN-102305,61.89,9.1,7,0,1,0,0,0
TXN-102306,16.67,0.3,17,0,1,0,0,0
TXN-102307,51.07,6.4,6,0,2,0,0,0
TXN-102308,60.23,0.4,15,0,1,1,0,0
TXN-102309,25.22,0.7,19,0,1,0,0,0
TXN-102310,41.35,6.8,14,0,1,0,0,0
TXN-102311,184.98,0.1,10,0,1,1,0,0
TXN-102312,78.13,0.5,6,0,1,0,0,0
TXN-102313,191.42,0.6,12,0,1,0,0,0
TXN-102314,21.04,11.0,17,0,1,0,0,0
TXN-102315,27.49,3.7,7,0,1,0,0,0
TXN-102316,132.04,3.8,17,0,2,0,0,0
TXN-102317,18.12,3.2,21,0,1,0,0,0
TXN-102318,20.85,0.4,17,0,1,0,0,0
TXN-102319,38.63,3.6,7,1,1,0,0,0
TXN-102320,28.11,12.1,14,1,1,0,0,0
TXN-102321,53.05,6.2,12,0,1,0,0,0
TXN-102322,43.6,7.8,7,0,1,0,0,0
TXN-102323,200.62,2.8,11,0,1,0,0,0
TXN-102324,67.94,1.5,6,0,1,0,0,0
TXN-102325,49.01,4.6,9,0,1,0,0,0
TXN-102326,103.14,1.1,7,0,2,0,0,0
TXN-102327,16.62,0.8,22,0,2,1,0,0
TXN-102328,105.47,15.9,14,0,1,0,0,0
TXN-102329,3.52,2.4,7,0,2,0,0,0
TXN-102330,66.74,15.9,9,0,1,0,0,0
TXN-102331,27.76,2.0,18,0,1,0,0,0
TXN-102332,35.23,1.8,14,0,1,0,0,0
TXN-102333,107.88,1.1,17,0,2,0,0,0
TXN-102334,30.02,7.9,18,1,1,0,0,0
TXN-102335,27.55,4.7,13,0,1,0,0,0
TXN-102336,65.0,1.5,6,0,1,0,0,0
TXN-102337,15.71,2.9,9,0,1,0,0,0
TXN-102338,66.49,1.9,14,0,1,0,0,0
TXN-102339,59.52,0.5,10,1,1,0,0,0
TXN-102340,172.38,1.6,13,0,2,0,0,0
TXN-102341,153.52,5.4,9,0,1,0,0,0
TXN-102342,23.65,2.6,8,0,1,0,0,0
TXN-102343,57.16,1.0,10,0,1,0,1,0
TXN-102344,60.65,7.4,15,0,2,0,0,0
TXN-102345,58.99,0.8,11,0,1,0,0,0
TXN-102346,20.74,9.4,19,0,1,0,0,0
TXN-102347,9.67,0.5,12,0,1,0,0,0
TXN-102348,95.58,10.5,16,0,2,1,0,0
TXN-102349,17.97,2.0,21,0,1,0,0,0
TXN-102350,41.3,0.2,10,0,1,0,0,0
TXN-102351,26.03,4.5,18,0,1,0,0,0
TXN-102352,28.03,3.8,10,0,1,0,0,0
TXN-102353,15.3,1.7,10,0,1,0,0,0
TXN-102354,91.6,1.2,8,0,1,0,0,0
TXN-102355,40.79,0.5,15,0,2,1,1,0
TXN-102356,17.01,3.7,20,0,1,0,0,0
TXN-102357,46.3,0.1,9,0,1,0,0,0
TXN-102358,48.59,15.3,9,0,1,0,0,0
TXN-102359,29.66,1.7,22,0,1,1,0,0
TXN-102360,42.99,4.5,8,0,1,0,0,0
TXN-102361,126.91,6.3,18,0,2,0,0,0
TXN-102362,13.14,8.4,15,0,1,0,0,0
TXN-102363,32.78,3.5,7,0,1,0,0,0
TXN-102364,19.41,14.6,14,0,1,0,0,0
TXN-102365,19.29,4.0,14,0,1,0,0,0
TXN-102366,19.24,8.1,10,0,2,0,0,0
TXN-102367,48.35,12.6,17,0,1,0,0,0
TXN-102368,56.9,11.3,12,0,1,0,0,0
TXN-102369,65.29,1.6,6,1,1,0,0,0
TXN-102370,53.4,5.3,15,0,1,0,0,0
TXN-102371,74.86,6.0,14,0,1,0,0,0
TXN-102372,217.27,2.4,12,0,1,1,0,0
TXN-102373,31.68,0.1,10,0,1,0,0,0
TXN-102374,31.03,1.0,11,0,1,0,0,0
TXN-102375,159.36,11.1,8,0,1,0,0,0
TXN-102376,62.76,3.4,13,0,1,0,0,0
TXN-102377,12.78,0.2,10,0,1,0,0,0
TXN-102378,41.37,3.7,20,0,1,0,0,0
TXN-102379,24.96,4.3,20,0,1,0,0,0
TXN-102380,34.29,3.0,12,0,1,0,0,0
TXN-102381,26.24,2.3,7,0,2,0,0,0
TXN-102382,20.5,3.3,13,1,1,0,0,0
TXN-102383,70.94,2.3,12,1,1,0,0,0
TXN-102384,74.21,2.5,22,0,1,0,0,0
TXN-102385,96.67,3.2,20,0,1,0,0,0
TXN-102386,124.23,4.3,17,0,1,0,0,0
TXN-102387,101.86,1.2,6,0,2,0,0,0
TXN-102388,49.44,2.9,7,1,2,0,0,0
TXN-102389,131.27,0.9,9,0,1,0,0,0
TXN-102390,31.11,2.8,14,1,1,0,0,0
TXN-102391,86.7,10.5,8,0,1,0,0,0
TXN-102392,26.51,0.7,11,1,1,0,0,0
TXN-102393,171.6,0.8,16,0,1,0,0,0
TXN-102394,237.63,6.1,13,0,1,0,0,0
TXN-102395,5.17,0.2,14,0,2,0,0,0
TXN-102396,35.19,9.7,18,1,1,1,0,0
TXN-102397,15.47,3.5,17,0,1,0,0,0
TXN-102398,24.95,3.9,6,0,1,0,0,0
TXN-102399,14.87,0.0,16,0,1,0,0,0
TXN-102400,8.44,0.0,11,0,1,0,0,0
TXN-102401,34.91,0.8,7,0,1,0,0,0
TXN-102402,38.29,3.2,14,0,1,0,0,0
TXN-102403,52.31,9.6,9,0,1,0,0,0
TXN-102404,90.67,2.5,9,0,1,0,0,0
TXN-102405,154.61,0.9,18,0,1,0,0,0
TXN-102406,39.07,5.8,9,0,1,0,0,0
TXN-102407,29.74,11.3,22,0,1,0,0,0
TXN-102408,31.85,1.4,17,0,2,0,0,0
TXN-102409,27.36,13.5,7,0,1,0,0,0
TXN-102410,401.26,245.9,0,1,3,0,1,1
TXN-102411,33.33,9.2,21,0,1,0,0,0
TXN-102412,29.05,7.7,22,1,1,0,0,0
TXN-102413,128.05,4.2,14,0,1,0,0,0
TXN-102414,98.12,13.6,10,0,1,0,0,0
TXN-102415,92.84,6.1,8,0,2,0,0,0
TXN-102416,28.24,7.4,15,0,1,0,0,0
TXN-102417,39.38,10.2,21,0,1,0,0,0
TXN-102418,34.74,4.9,6,0,1,0,0,0
TXN-102419,61.74,1.2,9,0,1,0,0,0
TXN-102420,24.63,30.6,18,0,1,0,0,0
TXN-102421,39.91,10.8,9,0,1,0,0,0
TXN-102422,8.43,3.2,19,0,2,0,0,0
TXN-102423,77.82,0.8,8,0,1,0,0,0
TXN-102424,75.58,2.9,15,0,1,0,0,0
TXN-102425,8.58,1.8,9,0,1,0,0,0
TXN-102426,40.91,5.6,16,1,1,0,0,0
TXN-102427,797.59,238.3,0,1,4,1,0,1
TXN-102428,106.72,6.4,11,1,1,0,1,0
TXN-102429,114.95,10.6,10,0,1,0,0,0
TXN-102430,131.54,1.3,8,0,1,0,0,0
TXN-102431,52.49,4.7,19,1,2,0,0,0
TXN-102432,34.83,7.0,22,1,1,0,0,0
TXN-102433,31.18,3.7,22,0,1,0,0,0
TXN-102434,37.64,9.4,12,0,1,0,0,0
TXN-102435,116.8,2.3,7,0,1,0,0,0
TXN-102436,165.63,2.1,6,0,1,0,0,0
TXN-102437,123.33,3.7,17,0,1,0,0,0
TXN-102438,73.61,14.2,16,0,1,0,0,0
TXN-102439,14.65,13.1,20,0,1,0,0,0
TXN-102440,9.46,35.3,15,0,1,0,1,0
TXN-102441,179.67,2.2,21,0,1,0,0,0
TXN-102442,26.0,5.7,15,0,1,0,0,0
TXN-102443,16.89,1.2,8,0,2,0,0,0
TXN-102444,96.37,2.8,14,0,1,0,0,0
TXN-102445,40.69,15.3,22,1,1,0,0,0
TXN-102446,42.75,1.3,17,0,1,0,0,0
TXN-102447,24.37,7.0,11,0,1,0,0,0
TXN-102448,12.2,0.6,17,0,1,0,0,0
TXN-102449,57.27,11.3,13,0,1,0,0,0
TXN-102450,73.51,15.5,18,0,1,0,0,0
TXN-102451,170.91,1.9,22,0,2,1,0,0
TXN-102452,8.5,2.5,13,0,1,0,0,0
TXN-102453,17.2,4.8,11,0,1,0,0,0
TXN-102454,116.43,16.9,9,0,2,0,0,0
TXN-102455,52.38,18.8,20,1,1,0,0,0
TXN-102456,328.45,2.4,13,0,1,0,0,0
TXN-102457,51.9,4.4,21,0,1,0,0,0
TXN-102458,45.64,0.2,15,1,1,0,0,0
TXN-102459,8.2,3.7,19,0,1,0,0,0
TXN-102460,653.83,339.5,5,1,3,2,1,1
TXN-102461,41.73,1.7,10,1,1,0,0,0
TXN-102462,81.04,23.3,9,1,2,0,0,0
TXN-102463,32.68,7.1,13,0,1,0,0,0
TXN-102464,45.85,12.9,10,0,1,0,0,0
TXN-102465,61.52,10.5,19,0,2,0,0,0
TXN-102466,72.18,2.0,12,0,1,0,0,0
TXN-102467,73.57,0.1,11,0,1,0,0,0
TXN-102468,26.4,0.5,7,0,1,0,0,0
TXN-102469,23.96,8.4,20,0,1,0,0,0
TXN-102470,74.71,6.7,20,0,1,0,0,0
TXN-102471,160.03,4.7,14,0,1,0,0,0
TXN-102472,126.65,0.1,19,0,1,0,0,0
TXN-102473,63.39,0.2,6,0,1,0,0,0
TXN-102474,62.95,6.8,18,0,1,0,0,0
TXN-102475,73.39,1.1,16,1,1,0,0,0
TXN-102476,51.7,6.7,15,0,1,0,0,0
TXN-102477,28.74,1.8,21,0,1,0,0,0
TXN-102478,61.09,1.7,14,0,1,0,0,0
